Date,State_Name,veg_id,veg_name,whole_price,retail_price,shop_mall_price,unit_val,Vegetable_Image
2024-06-15,Delhi,amla,Amla,60,69 - 76,72 - 99,1kg,resource/images/vegetables/amla-64.png
2024-06-15,Delhi,ashgourd,Ash gourd,24,28 - 30,29 - 40,1kg,resource/images/vegetables/ashgourd-64.png
2024-06-15,Delhi,babycorn,Baby Corn,48,55 - 61,58 - 79,1kg,resource/images/vegetables/babycorn-64.png
2024-06-15,Delhi,bananaflower,Banana Flower,17,20 - 22,20 - 28,1kg,resource/images/vegetables/bananaflower-64.png
2024-06-15,Delhi,capsicum,Capsicum,40,46 - 51,48 - 66,1kg,resource/images/vegetables/capsicum-64.png
2024-06-15,Delhi,bittergourd,Bitter Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/bittergourd-64.png
2024-06-15,Delhi,bottlegourd,Bottle Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/bottlegourd-64.png
2024-06-15,Delhi,butterbeans,Butter Beans,50,58 - 64,60 - 83,1kg,resource/images/vegetables/butterbeans-64.png
2024-06-15,Delhi,broadbeans,Broad Beans,65,75 - 83,78 - 107,1kg,resource/images/vegetables/broadbeans-64.png
2024-06-15,Delhi,cabbage,Cabbage,33,38 - 42,40 - 54,1kg,resource/images/vegetables/cabbage-64.png
2024-06-15,Delhi,carrot,Carrot,40,46 - 51,48 - 66,1kg,resource/images/vegetables/carrot-64.png
2024-06-15,Delhi,cauliflower,Cauliflower,26,30 - 33,31 - 43,1kg,resource/images/vegetables/cauliflower-64.png
2024-06-15,Delhi,clusterbeans,Cluster beans,44,51 - 56,53 - 73,1kg,resource/images/vegetables/clusterbeans-64.png
2024-06-15,Delhi,coconut,Coconut,33,38 - 42,40 - 54,1kg,resource/images/vegetables/coconut-64.png
2024-06-15,Delhi,colocasialeaves,Colocasia Leaves,18,21 - 23,22 - 30,1kg,resource/images/vegetables/colocasialeaves-64.png
2024-06-15,Delhi,colocasia,Colocasia,26,30 - 33,31 - 43,1kg,resource/images/vegetables/colocasia-64.png
2024-06-15,Delhi,corianderleaves,Coriander Leaves,7,8 - 9,8 - 12,1kg,resource/images/vegetables/corianderleaves-64.png
2024-06-15,Delhi,corn,Corn,31,36 - 39,37 - 51,1kg,resource/images/vegetables/corn-64.png
2024-06-15,Delhi,cucumber,Cucumber,24,28 - 30,29 - 40,1kg,resource/images/vegetables/cucumber-64.png
2024-06-15,Delhi,curryleaves,Curry Leaves,27,31 - 34,32 - 45,1kg,resource/images/vegetables/curryleaves-64.png
2024-06-15,Delhi,dillleaves,Dill Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/dillleaves-64.png
2024-06-15,Delhi,drumsticks,Drumsticks,30,35 - 38,36 - 50,1kg,resource/images/vegetables/drumsticks-64.png
2024-06-15,Delhi,brinjal,Brinjal,34,39 - 43,41 - 56,1kg,resource/images/vegetables/brinjal-64.png
2024-06-15,Delhi,brinjalbig,Brinjal (Big),32,37 - 41,38 - 53,1kg,resource/images/vegetables/brinjalbig-64.png
2024-06-15,Delhi,elephantyam,Elephant Yam,37,43 - 47,44 - 61,1kg,resource/images/vegetables/elephantyam-64.png
2024-06-15,Delhi,fenugreekleaves,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/fenugreekleaves-64.png
2024-06-15,Delhi,frenchbeans,French Beans,176,202 - 224,211 - 290,1kg,resource/images/vegetables/frenchbeans-64.png
2024-06-15,Delhi,garlic,Garlic,270,311 - 343,324 - 446,1kg,resource/images/vegetables/garlic-64.png
2024-06-15,Delhi,ginger,Ginger,129,148 - 164,155 - 213,1kg,resource/images/vegetables/ginger-64.png
2024-06-15,Delhi,oniongreen,Onion Green,45,52 - 57,54 - 74,1kg,resource/images/vegetables/oniongreen-64.png
2024-06-15,Delhi,greenpeas,Green Peas,48,55 - 61,58 - 79,1kg,resource/images/vegetables/greenpeas-64.png
2024-06-15,Delhi,ivygourd,Ivy Gourd,26,30 - 33,31 - 43,1kg,resource/images/vegetables/ivygourd-64.png
2024-06-15,Delhi,lemon,Lemon (Lime),95,109 - 121,114 - 157,1kg,resource/images/vegetables/lemon-64.png
2024-06-15,Delhi,mangoraw,Mango Raw,30,35 - 38,36 - 50,1kg,resource/images/vegetables/mangoraw-64.png
2024-06-15,Delhi,mintleaves,Mint Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/mintleaves-64.png
2024-06-15,Delhi,mushroom,Mushroom,79,91 - 100,95 - 130,1kg,resource/images/vegetables/mushroom-64.png
2024-06-15,Delhi,mustardleaves,Mustard Leaves,18,21 - 23,22 - 30,1kg,resource/images/vegetables/mustardleaves-64.png
2024-06-15,Delhi,ladiesfinger,Ladies Finger,42,48 - 53,50 - 69,1kg,resource/images/vegetables/ladiesfinger-64.png
2024-06-15,Delhi,pumpkin,Pumpkin,23,26 - 29,28 - 38,1kg,resource/images/vegetables/pumpkin-64.png
2024-06-15,Delhi,radish,Radish,36,41 - 46,43 - 59,1kg,resource/images/vegetables/radish-64.png
2024-06-15,Delhi,ridgegourd,Ridge Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/ridgegourd-64.png
2024-06-15,Delhi,shallot,Shallot (Pearl Onion),36,41 - 46,43 - 59,1kg,resource/images/vegetables/shallot-64.png
2024-06-15,Delhi,snakegourd,Snake Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/snakegourd-64.png
2024-06-15,Delhi,sorrelleaves,Sorrel Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/sorrelleaves-64.png
2024-06-15,Delhi,spinach,Spinach,17,20 - 22,20 - 28,1kg,resource/images/vegetables/spinach-64.png
2024-06-15,Delhi,sweetpotato,Sweet Potato,37,43 - 47,44 - 61,1kg,resource/images/vegetables/sweetpotato-64.png
2024-06-16,Delhi,onionbig,Onion Big,35,40 - 44,42 - 58,1kg,resource/images/vegetables/onionbig-64.png
2024-06-16,Delhi,onionsmall,Onion Small,54,62 - 69,65 - 89,1kg,resource/images/vegetables/onionsmall-64.png
2024-06-16,Delhi,tomato,Tomato,38,44 - 48,46 - 63,1kg,resource/images/vegetables/tomato-64.png
2024-06-16,Delhi,greenchili,Green Chilli,85,98 - 108,102 - 140,1kg,resource/images/vegetables/greenchili-64.png
2024-06-16,Delhi,beetroot,Beetroot,37,43 - 47,44 - 61,1kg,resource/images/vegetables/beetroot-64.png
2024-06-16,Delhi,potato,Potato,34,39 - 43,41 - 56,1kg,resource/images/vegetables/potato-64.png
2024-06-16,Delhi,plantain,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,resource/images/vegetables/plantain-64.png
2024-06-16,Delhi,amaranthleaves,Amaranth Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/amaranthleaves-64.png
2024-06-16,Delhi,amla,Amla,60,69 - 76,72 - 99,1kg,resource/images/vegetables/amla-64.png
2024-06-16,Delhi,ashgourd,Ash gourd,24,28 - 30,29 - 40,1kg,resource/images/vegetables/ashgourd-64.png
2024-06-16,Delhi,babycorn,Baby Corn,48,55 - 61,58 - 79,1kg,resource/images/vegetables/babycorn-64.png
2024-06-16,Delhi,bananaflower,Banana Flower,17,20 - 22,20 - 28,1kg,resource/images/vegetables/bananaflower-64.png
2024-06-16,Delhi,capsicum,Capsicum,40,46 - 51,48 - 66,1kg,resource/images/vegetables/capsicum-64.png
2024-06-16,Delhi,bittergourd,Bitter Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/bittergourd-64.png
2024-06-16,Delhi,bottlegourd,Bottle Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/bottlegourd-64.png
2024-06-16,Delhi,butterbeans,Butter Beans,50,58 - 64,60 - 83,1kg,resource/images/vegetables/butterbeans-64.png
2024-06-16,Delhi,broadbeans,Broad Beans,65,75 - 83,78 - 107,1kg,resource/images/vegetables/broadbeans-64.png
2024-06-16,Delhi,cabbage,Cabbage,33,38 - 42,40 - 54,1kg,resource/images/vegetables/cabbage-64.png
2024-06-16,Delhi,carrot,Carrot,40,46 - 51,48 - 66,1kg,resource/images/vegetables/carrot-64.png
2024-06-16,Delhi,cauliflower,Cauliflower,26,30 - 33,31 - 43,1kg,resource/images/vegetables/cauliflower-64.png
2024-06-16,Delhi,clusterbeans,Cluster beans,44,51 - 56,53 - 73,1kg,resource/images/vegetables/clusterbeans-64.png
2024-06-16,Delhi,coconut,Coconut,33,38 - 42,40 - 54,1kg,resource/images/vegetables/coconut-64.png
2024-06-16,Delhi,colocasialeaves,Colocasia Leaves,18,21 - 23,22 - 30,1kg,resource/images/vegetables/colocasialeaves-64.png
2024-06-16,Delhi,colocasia,Colocasia,26,30 - 33,31 - 43,1kg,resource/images/vegetables/colocasia-64.png
2024-06-16,Delhi,corianderleaves,Coriander Leaves,7,8 - 9,8 - 12,1kg,resource/images/vegetables/corianderleaves-64.png
2024-06-16,Delhi,corn,Corn,31,36 - 39,37 - 51,1kg,resource/images/vegetables/corn-64.png
2024-06-16,Delhi,cucumber,Cucumber,24,28 - 30,29 - 40,1kg,resource/images/vegetables/cucumber-64.png
2024-06-16,Delhi,curryleaves,Curry Leaves,27,31 - 34,32 - 45,1kg,resource/images/vegetables/curryleaves-64.png
2024-06-16,Delhi,dillleaves,Dill Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/dillleaves-64.png
2024-06-16,Delhi,drumsticks,Drumsticks,30,35 - 38,36 - 50,1kg,resource/images/vegetables/drumsticks-64.png
2024-06-16,Delhi,brinjal,Brinjal,34,39 - 43,41 - 56,1kg,resource/images/vegetables/brinjal-64.png
2024-06-16,Delhi,brinjalbig,Brinjal (Big),32,37 - 41,38 - 53,1kg,resource/images/vegetables/brinjalbig-64.png
2024-06-16,Delhi,elephantyam,Elephant Yam,37,43 - 47,44 - 61,1kg,resource/images/vegetables/elephantyam-64.png
2024-06-16,Delhi,fenugreekleaves,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/fenugreekleaves-64.png
2024-06-16,Delhi,frenchbeans,French Beans,176,202 - 224,211 - 290,1kg,resource/images/vegetables/frenchbeans-64.png
2024-06-16,Delhi,garlic,Garlic,270,311 - 343,324 - 446,1kg,resource/images/vegetables/garlic-64.png
2024-06-16,Delhi,ginger,Ginger,129,148 - 164,155 - 213,1kg,resource/images/vegetables/ginger-64.png
2024-06-16,Delhi,oniongreen,Onion Green,45,52 - 57,54 - 74,1kg,resource/images/vegetables/oniongreen-64.png
2024-06-16,Delhi,greenpeas,Green Peas,48,55 - 61,58 - 79,1kg,resource/images/vegetables/greenpeas-64.png
2024-06-16,Delhi,ivygourd,Ivy Gourd,26,30 - 33,31 - 43,1kg,resource/images/vegetables/ivygourd-64.png
2024-06-16,Delhi,lemon,Lemon (Lime),95,109 - 121,114 - 157,1kg,resource/images/vegetables/lemon-64.png
2024-06-16,Delhi,mangoraw,Mango Raw,30,35 - 38,36 - 50,1kg,resource/images/vegetables/mangoraw-64.png
2024-06-16,Delhi,mintleaves,Mint Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/mintleaves-64.png
2024-06-16,Delhi,mushroom,Mushroom,79,91 - 100,95 - 130,1kg,resource/images/vegetables/mushroom-64.png
2024-06-16,Delhi,mustardleaves,Mustard Leaves,18,21 - 23,22 - 30,1kg,resource/images/vegetables/mustardleaves-64.png
2024-06-16,Delhi,ladiesfinger,Ladies Finger,42,48 - 53,50 - 69,1kg,resource/images/vegetables/ladiesfinger-64.png
2024-06-16,Delhi,pumpkin,Pumpkin,23,26 - 29,28 - 38,1kg,resource/images/vegetables/pumpkin-64.png
2024-06-16,Delhi,radish,Radish,36,41 - 46,43 - 59,1kg,resource/images/vegetables/radish-64.png
2024-06-16,Delhi,ridgegourd,Ridge Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/ridgegourd-64.png
2024-06-16,Delhi,shallot,Shallot (Pearl Onion),36,41 - 46,43 - 59,1kg,resource/images/vegetables/shallot-64.png
2024-06-16,Delhi,snakegourd,Snake Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/snakegourd-64.png
2024-06-16,Delhi,sorrelleaves,Sorrel Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/sorrelleaves-64.png
2024-06-16,Delhi,spinach,Spinach,17,20 - 22,20 - 28,1kg,resource/images/vegetables/spinach-64.png
2024-06-16,Delhi,sweetpotato,Sweet Potato,37,43 - 47,44 - 61,1kg,resource/images/vegetables/sweetpotato-64.png
2024-06-17,Delhi,onionbig,Onion Big,36,41 - 46,43 - 59,1kg,resource/images/vegetables/onionbig-64.png
2024-06-17,Delhi,onionsmall,Onion Small,54,62 - 69,65 - 89,1kg,resource/images/vegetables/onionsmall-64.png
2024-06-17,Delhi,tomato,Tomato,40,46 - 51,48 - 66,1kg,resource/images/vegetables/tomato-64.png
2024-06-17,Delhi,greenchili,Green Chilli,64,74 - 81,77 - 106,1kg,resource/images/vegetables/greenchili-64.png
2024-06-17,Delhi,beetroot,Beetroot,44,51 - 56,53 - 73,1kg,resource/images/vegetables/beetroot-64.png
2024-06-17,Delhi,potato,Potato,38,44 - 48,46 - 63,1kg,resource/images/vegetables/potato-64.png
2024-06-17,Delhi,plantain,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
2024-06-17,Delhi,amaranthleaves,Amaranth Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/amaranthleaves-64.png
2024-06-17,Delhi,amla,Amla,60,69 - 76,72 - 99,1kg,resource/images/vegetables/amla-64.png
2024-06-17,Delhi,ashgourd,Ash gourd,18,21 - 23,22 - 30,1kg,resource/images/vegetables/ashgourd-64.png
2024-06-17,Delhi,babycorn,Baby Corn,63,72 - 80,76 - 104,1kg,resource/images/vegetables/babycorn-64.png
2024-06-17,Delhi,bananaflower,Banana Flower,14,16 - 18,17 - 23,1kg,resource/images/vegetables/bananaflower-64.png
2024-06-17,Delhi,capsicum,Capsicum,48,55 - 61,58 - 79,1kg,resource/images/vegetables/capsicum-64.png
2024-06-17,Delhi,bittergourd,Bitter Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/bittergourd-64.png
2024-06-17,Delhi,bottlegourd,Bottle Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/bottlegourd-64.png
2024-06-17,Delhi,butterbeans,Butter Beans,48,55 - 61,58 - 79,1kg,resource/images/vegetables/butterbeans-64.png
2024-06-17,Delhi,broadbeans,Broad Beans,62,71 - 79,74 - 102,1kg,resource/images/vegetables/broadbeans-64.png
2024-06-17,Delhi,cabbage,Cabbage,32,37 - 41,38 - 53,1kg,resource/images/vegetables/cabbage-64.png
2024-06-17,Delhi,carrot,Carrot,46,53 - 58,55 - 76,1kg,resource/images/vegetables/carrot-64.png
2024-06-17,Delhi,cauliflower,Cauliflower,26,30 - 33,31 - 43,1kg,resource/images/vegetables/cauliflower-64.png
2024-06-17,Delhi,clusterbeans,Cluster beans,41,47 - 52,49 - 68,1kg,resource/images/vegetables/clusterbeans-64.png
2024-06-17,Delhi,coconut,Coconut,34,39 - 43,41 - 56,1kg,resource/images/vegetables/coconut-64.png
2024-06-17,Delhi,colocasialeaves,Colocasia Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/colocasialeaves-64.png
2024-06-17,Delhi,colocasia,Colocasia,27,31 - 34,32 - 45,1kg,resource/images/vegetables/colocasia-64.png
2024-06-17,Delhi,corianderleaves,Coriander Leaves,9,10 - 11,11 - 15,1kg,resource/images/vegetables/corianderleaves-64.png
2024-06-17,Delhi,corn,Corn,30,35 - 38,36 - 50,1kg,resource/images/vegetables/corn-64.png
2024-06-17,Delhi,cucumber,Cucumber,30,35 - 38,36 - 50,1kg,resource/images/vegetables/cucumber-64.png
2024-06-17,Delhi,curryleaves,Curry Leaves,29,33 - 37,35 - 48,1kg,resource/images/vegetables/curryleaves-64.png
2024-06-17,Delhi,dillleaves,Dill Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/dillleaves-64.png
2024-06-17,Delhi,drumsticks,Drumsticks,70,81 - 89,84 - 116,1kg,resource/images/vegetables/drumsticks-64.png
2024-06-17,Delhi,brinjal,Brinjal,33,38 - 42,40 - 54,1kg,resource/images/vegetables/brinjal-64.png
2024-06-17,Delhi,brinjalbig,Brinjal (Big),33,38 - 42,40 - 54,1kg,resource/images/vegetables/brinjalbig-64.png
2024-06-17,Delhi,elephantyam,Elephant Yam,37,43 - 47,44 - 61,1kg,resource/images/vegetables/elephantyam-64.png
2024-06-17,Delhi,fenugreekleaves,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/fenugreekleaves-64.png
2024-06-17,Delhi,frenchbeans,French Beans,105,121 - 133,126 - 173,1kg,resource/images/vegetables/frenchbeans-64.png
2024-06-17,Delhi,garlic,Garlic,220,253 - 279,264 - 363,1kg,resource/images/vegetables/garlic-64.png
2024-06-17,Delhi,ginger,Ginger,135,155 - 171,162 - 223,1kg,resource/images/vegetables/ginger-64.png
2024-06-17,Delhi,oniongreen,Onion Green,40,46 - 51,48 - 66,1kg,resource/images/vegetables/oniongreen-64.png
2024-06-17,Delhi,greenpeas,Green Peas,49,56 - 62,59 - 81,1kg,resource/images/vegetables/greenpeas-64.png
2024-06-17,Delhi,ivygourd,Ivy Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/ivygourd-64.png
2024-06-17,Delhi,lemon,Lemon (Lime),92,106 - 117,110 - 152,1kg,resource/images/vegetables/lemon-64.png
2024-06-17,Delhi,mangoraw,Mango Raw,36,41 - 46,43 - 59,1kg,resource/images/vegetables/mangoraw-64.png
2024-06-17,Delhi,mintleaves,Mint Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/mintleaves-64.png
2024-06-17,Delhi,mushroom,Mushroom,80,92 - 102,96 - 132,1kg,resource/images/vegetables/mushroom-64.png
2024-06-17,Delhi,mustardleaves,Mustard Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/mustardleaves-64.png
2024-06-17,Delhi,ladiesfinger,Ladies Finger,44,51 - 56,53 - 73,1kg,resource/images/vegetables/ladiesfinger-64.png
2024-06-17,Delhi,pumpkin,Pumpkin,19,22 - 24,23 - 31,1kg,resource/images/vegetables/pumpkin-64.png
2024-06-17,Delhi,radish,Radish,37,43 - 47,44 - 61,1kg,resource/images/vegetables/radish-64.png
2024-06-17,Delhi,ridgegourd,Ridge Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/ridgegourd-64.png
2024-06-17,Delhi,shallot,Shallot (Pearl Onion),34,39 - 43,41 - 56,1kg,resource/images/vegetables/shallot-64.png
2024-06-17,Delhi,snakegourd,Snake Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/snakegourd-64.png
2024-06-17,Delhi,sorrelleaves,Sorrel Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/sorrelleaves-64.png
2024-06-17,Delhi,spinach,Spinach,13,15 - 17,16 - 21,1kg,resource/images/vegetables/spinach-64.png
2024-06-17,Delhi,sweetpotato,Sweet Potato,37,43 - 47,44 - 61,1kg,resource/images/vegetables/sweetpotato-64.png
2024-06-18,Delhi,onionbig,Onion Big,36,41 - 46,43 - 59,1kg,resource/images/vegetables/onionbig-64.png
2024-06-18,Delhi,onionsmall,Onion Small,54,62 - 69,65 - 89,1kg,resource/images/vegetables/onionsmall-64.png
2024-06-18,Delhi,tomato,Tomato,40,46 - 51,48 - 66,1kg,resource/images/vegetables/tomato-64.png
2024-06-18,Delhi,greenchili,Green Chilli,64,74 - 81,77 - 106,1kg,resource/images/vegetables/greenchili-64.png
2024-06-18,Delhi,beetroot,Beetroot,44,51 - 56,53 - 73,1kg,resource/images/vegetables/beetroot-64.png
2024-06-18,Delhi,potato,Potato,38,44 - 48,46 - 63,1kg,resource/images/vegetables/potato-64.png
2024-06-18,Delhi,plantain,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
2024-06-18,Delhi,amaranthleaves,Amaranth Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/amaranthleaves-64.png
2024-06-18,Delhi,amla,Amla,60,69 - 76,72 - 99,1kg,resource/images/vegetables/amla-64.png
2024-06-18,Delhi,ashgourd,Ash gourd,18,21 - 23,22 - 30,1kg,resource/images/vegetables/ashgourd-64.png
2024-06-18,Delhi,babycorn,Baby Corn,63,72 - 80,76 - 104,1kg,resource/images/vegetables/babycorn-64.png
2024-06-18,Delhi,bananaflower,Banana Flower,14,16 - 18,17 - 23,1kg,resource/images/vegetables/bananaflower-64.png
2024-06-18,Delhi,capsicum,Capsicum,48,55 - 61,58 - 79,1kg,resource/images/vegetables/capsicum-64.png
2024-06-18,Delhi,bittergourd,Bitter Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/bittergourd-64.png
2024-06-18,Delhi,bottlegourd,Bottle Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/bottlegourd-64.png
2024-06-18,Delhi,butterbeans,Butter Beans,48,55 - 61,58 - 79,1kg,resource/images/vegetables/butterbeans-64.png
2024-06-18,Delhi,broadbeans,Broad Beans,62,71 - 79,74 - 102,1kg,resource/images/vegetables/broadbeans-64.png
2024-06-18,Delhi,cabbage,Cabbage,32,37 - 41,38 - 53,1kg,resource/images/vegetables/cabbage-64.png
2024-06-18,Delhi,carrot,Carrot,46,53 - 58,55 - 76,1kg,resource/images/vegetables/carrot-64.png
2024-06-18,Delhi,cauliflower,Cauliflower,26,30 - 33,31 - 43,1kg,resource/images/vegetables/cauliflower-64.png
2024-06-18,Delhi,clusterbeans,Cluster beans,41,47 - 52,49 - 68,1kg,resource/images/vegetables/clusterbeans-64.png
2024-06-18,Delhi,coconut,Coconut,34,39 - 43,41 - 56,1kg,resource/images/vegetables/coconut-64.png
2024-06-18,Delhi,colocasialeaves,Colocasia Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/colocasialeaves-64.png
2024-06-18,Delhi,colocasia,Colocasia,27,31 - 34,32 - 45,1kg,resource/images/vegetables/colocasia-64.png
2024-06-18,Delhi,corianderleaves,Coriander Leaves,9,10 - 11,11 - 15,1kg,resource/images/vegetables/corianderleaves-64.png
2024-06-18,Delhi,corn,Corn,30,35 - 38,36 - 50,1kg,resource/images/vegetables/corn-64.png
2024-06-18,Delhi,cucumber,Cucumber,30,35 - 38,36 - 50,1kg,resource/images/vegetables/cucumber-64.png
2024-06-18,Delhi,curryleaves,Curry Leaves,29,33 - 37,35 - 48,1kg,resource/images/vegetables/curryleaves-64.png
2024-06-18,Delhi,dillleaves,Dill Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/dillleaves-64.png
2024-06-18,Delhi,drumsticks,Drumsticks,70,81 - 89,84 - 116,1kg,resource/images/vegetables/drumsticks-64.png
2024-06-18,Delhi,brinjal,Brinjal,33,38 - 42,40 - 54,1kg,resource/images/vegetables/brinjal-64.png
2024-06-18,Delhi,brinjalbig,Brinjal (Big),33,38 - 42,40 - 54,1kg,resource/images/vegetables/brinjalbig-64.png
2024-06-18,Delhi,elephantyam,Elephant Yam,37,43 - 47,44 - 61,1kg,resource/images/vegetables/elephantyam-64.png
2024-06-18,Delhi,fenugreekleaves,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/fenugreekleaves-64.png
2024-06-18,Delhi,frenchbeans,French Beans,105,121 - 133,126 - 173,1kg,resource/images/vegetables/frenchbeans-64.png
2024-06-18,Delhi,garlic,Garlic,220,253 - 279,264 - 363,1kg,resource/images/vegetables/garlic-64.png
2024-06-18,Delhi,ginger,Ginger,135,155 - 171,162 - 223,1kg,resource/images/vegetables/ginger-64.png
2024-06-18,Delhi,oniongreen,Onion Green,40,46 - 51,48 - 66,1kg,resource/images/vegetables/oniongreen-64.png
2024-06-18,Delhi,greenpeas,Green Peas,49,56 - 62,59 - 81,1kg,resource/images/vegetables/greenpeas-64.png
2024-06-18,Delhi,ivygourd,Ivy Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/ivygourd-64.png
2024-06-18,Delhi,lemon,Lemon (Lime),92,106 - 117,110 - 152,1kg,resource/images/vegetables/lemon-64.png
2024-06-18,Delhi,mangoraw,Mango Raw,36,41 - 46,43 - 59,1kg,resource/images/vegetables/mangoraw-64.png
2024-06-18,Delhi,mintleaves,Mint Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/mintleaves-64.png
2024-06-18,Delhi,mushroom,Mushroom,80,92 - 102,96 - 132,1kg,resource/images/vegetables/mushroom-64.png
2024-06-18,Delhi,mustardleaves,Mustard Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/mustardleaves-64.png
2024-06-18,Delhi,ladiesfinger,Ladies Finger,44,51 - 56,53 - 73,1kg,resource/images/vegetables/ladiesfinger-64.png
2024-06-18,Delhi,pumpkin,Pumpkin,19,22 - 24,23 - 31,1kg,resource/images/vegetables/pumpkin-64.png
2024-06-18,Delhi,radish,Radish,37,43 - 47,44 - 61,1kg,resource/images/vegetables/radish-64.png
2024-06-18,Delhi,ridgegourd,Ridge Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/ridgegourd-64.png
2024-06-18,Delhi,shallot,Shallot (Pearl Onion),34,39 - 43,41 - 56,1kg,resource/images/vegetables/shallot-64.png
2024-06-18,Delhi,snakegourd,Snake Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/snakegourd-64.png
2024-06-18,Delhi,sorrelleaves,Sorrel Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/sorrelleaves-64.png
2024-06-18,Delhi,spinach,Spinach,13,15 - 17,16 - 21,1kg,resource/images/vegetables/spinach-64.png
2024-06-18,Delhi,sweetpotato,Sweet Potato,37,43 - 47,44 - 61,1kg,resource/images/vegetables/sweetpotato-64.png
2024-06-19,Delhi,onionbig,Onion Big,36,41 - 46,43 - 59,1kg,resource/images/vegetables/onionbig-64.png
2024-06-19,Delhi,onionsmall,Onion Small,54,62 - 69,65 - 89,1kg,resource/images/vegetables/onionsmall-64.png
2024-06-19,Delhi,tomato,Tomato,40,46 - 51,48 - 66,1kg,resource/images/vegetables/tomato-64.png
2024-06-19,Delhi,greenchili,Green Chilli,64,74 - 81,77 - 106,1kg,resource/images/vegetables/greenchili-64.png
2024-06-19,Delhi,beetroot,Beetroot,44,51 - 56,53 - 73,1kg,resource/images/vegetables/beetroot-64.png
2024-06-19,Delhi,potato,Potato,38,44 - 48,46 - 63,1kg,resource/images/vegetables/potato-64.png
2024-06-19,Delhi,plantain,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
2024-06-19,Delhi,amaranthleaves,Amaranth Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/amaranthleaves-64.png
2024-06-19,Delhi,amla,Amla,60,69 - 76,72 - 99,1kg,resource/images/vegetables/amla-64.png
2024-06-19,Delhi,ashgourd,Ash gourd,18,21 - 23,22 - 30,1kg,resource/images/vegetables/ashgourd-64.png
2024-06-19,Delhi,babycorn,Baby Corn,63,72 - 80,76 - 104,1kg,resource/images/vegetables/babycorn-64.png
2024-06-19,Delhi,bananaflower,Banana Flower,14,16 - 18,17 - 23,1kg,resource/images/vegetables/bananaflower-64.png
2024-06-19,Delhi,capsicum,Capsicum,48,55 - 61,58 - 79,1kg,resource/images/vegetables/capsicum-64.png
2024-06-19,Delhi,bittergourd,Bitter Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/bittergourd-64.png
2024-06-19,Delhi,bottlegourd,Bottle Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/bottlegourd-64.png
